form	type	name	shortHint	longHint
TBreederForm	TSpeedButton	varyColors	Vary colors	"If this button is pushed in, colors will be randomly varied when you breed. If this button is not pushed in, colors of offspring will be identical to those of the parent."
TBreederForm	TSpeedButton	vary3DObjects	Vary 3D objects	"If this button is pushed in, 3D objects will be randomly chosen from the current 3D object library when you breed. If this button is not pushed in, 3D objects will be identical to those of the parent."
TBreederForm	TSpeedButton	helpButton	Help	"To breed from one parent, double-click on it. To breed from two parents, select one, then Shift-click to select another in the same generation (row), then choose Breed from the breeder Breed menu. Any generations below the one you bred will be written over. You can also replace one breeder plant with another by dragging, and you can drag a breeder plant into the main window. Click this button to get more help with breeding plants."
TBreederForm	TSpeedButton	variationHigh	Vary numbers high	Set breeding variation to high for all numerical parameters.
TBreederForm	TSpeedButton	variationNoneNumeric	Vary numbers none	Turn off breeding variation for all numerical parameters.
TBreederForm	TSpeedButton	breedButton	Breed	"Breed a new generation of offspring, using the one or two selected plants as parents. Any generations below the one you bred will be written over. If this button is disabled (gray), you need to select a plant to breed."
TPrintBordersForm	TButton	Close	(none)	Close this window and save your changes to the print border.
TPrintBordersForm	TButton	cancel	(none)	Close this window and don't save your changes to the print border.
TPrintBordersForm	TCheckBox	printBorderInner	(none)	Check this box to draw an inside border on your printed picture. Uncheck this box to print the picture with no inner border.
TPrintBordersForm	TCheckBox	printBorderOuter	(none)	Check this box to draw an outside border on your printed picture. Uncheck this box to print the picture with no outer border.
TPrintBordersForm	TPanel	printBorderColorInner	(none)	Click here to change the color of the inner border on printed pictures.
TPrintBordersForm	TPanel	printBorderColorOuter	(none)	Click here to change the color of the outer border on printed pictures.
TPrintBordersForm	TSpinEdit	printBorderWidthInner	(none)	Click the up or down arrows here to change the thickness in pixels of the inner print border for pictures.
TPrintBordersForm	TSpinEdit	printBorderWidthOuter	(none)	Click the up or down arrows here to change the thickness in pixels of the outer print border for pictures.
TPrintBordersForm	TSpeedButton	helpButton	(none)	Get help on setting print borders.
TTdoMoverForm	TEdit	leftTdoFileNameEdit	Library open on left side	"The 3D object library that is open on the left side of the mover. All the 3D objects in this library are shown in the list below. If no library name is shown here, click Open to open a 3D object library. If a library name is shown here, you must click Close before opening a new library on this side."
TTdoMoverForm	TButton	leftOpenClose	(none)	"Open a 3D object library, or close the open library, on this side of the mover."
TTdoMoverForm	TEdit	rightTdoFileNameEdit	Library open on left side	"The 3D object library that is open on the right side of the mover. All the 3D objects in this library are shown in the list below. If no library name is shown here, click Open to open a 3D object library. If a library name is shown here, you must click Close before opening a new library on this side."
TTdoMoverForm	TButton	rightOpenClose	(none)	"Open a 3D object library, or close the open library, on this side of the mover."
TTdoMoverForm	TButton	newFile	(none)	Create a new 3D object library with no 3D objects in it.
TTdoMoverForm	TButton	transfer	(none)	Copy the selected 3D object(s) from the selected library to the other library.
TTdoMoverForm	TButton	close	(none)	"Close the 3D object mover and return to the program. If you made changes to either 3D object library, you will be asked if you want to save your changes."
TTdoMoverForm	TImage	previewImage	(none)	The focused 3D object. Click and drag in this image to move the 3D object around; use the buttons below to change the magnification and turn the 3D object.
TTdoMoverForm	TButton	undo	(none)	Undo the last action you did. This button works with the redo button just like undo/redo commands in a menu.
TTdoMoverForm	TButton	redo	(none)	Redo the first available action that was previously undone. This button works with the undo button just like undo/redo commands in a menu.
TTdoMoverForm	TButton	rename	(none)	"Change the name of the focused 3D object. For help with the distinction between the focused 3D object and other selected 3D objects, see the help system."
TTdoMoverForm	TButton	duplicate	(none)	Make a copy of all the selected 3D objects in the list.
TTdoMoverForm	TButton	delete	(none)	Remove the selected 3D objects. You can undo the deletion by clicking the Undo button below.
TTdoMoverForm	TImage	leftTdoFileChangedIndicator	Library has changed	"This indicator shows if you have made a change to the 3D object library on the left side of the mover. If this indicator is gray, the library has not been changed."
TTdoMoverForm	TImage	rightTdoFileChangedIndicator	File has changed	"This indicator shows if you have made a change to the 3D object library on the right side of the mover. If this indicator is gray, the library has not been changed."
TTdoMoverForm	TDrawGrid	leftTdoList	(none)	All the 3D objects in the 3D object library loaded on the left side of the mover. Click the buttons in the middle to transfer these 3D objects to the right-side library. **Only one file can be selected at a time.** Hold down the Shift key and press the up or down arrow keys to move 3D objects up and down in the list.
TTdoMoverForm	TDrawGrid	rightTdoList	(none)	All the 3D objects in the 3D object library loaded on the right side of the mover. Click the buttons in the middle to transfer these 3D objects to the left-side library. **Only one file can be selected at a time.** Hold down the Shift key and press the up or down arrow keys to move 3D objects up and down in the list.
TTdoMoverForm	TButton	editTdo	(none)	"Change the focused 3D object using the 3D object editor. For help with the distinction between the focused 3D object and other selected 3D objects, see the help system."
TTdoMoverForm	TSpeedButton	helpButton	(none)	Get help with using the 3D object mover.
TMainForm	TPanel	toolbarPanel	(none)	(none)
TMainForm	TSpeedButton	dragCursorMode	Select/drag mode	"Switch to select/drag cursor mode, where you can click on plants to select them, click and drag to move selected plants, and Ctrl-click and drag to duplicate selected plants. To select multiple plants, shift-click on them (one after another) or click and drag a box around them."
TMainForm	TSpeedButton	magnifyCursorMode	Magnify mode	"Switch to magnify cursor mode, where you can change the overall drawing magnification. Click where you want the center of the magnified area to be, or shift-click or right-click to reduce instead of magnifying. Or click and drag to magnify a specific area. You cannot select plants in this mode; to select plants, change to select/drag mode or choose another plant in the plant list."
TMainForm	TSpeedButton	scrollCursorMode	Scroll mode	"Switch to scroll cursor mode, where you can drag the whole drawing around. You cannot select plants in this mode; to select plants, change to select/drag mode or choose another plant in the plant list."
TMainForm	TPanel	horizontalSplitter	Drag to size	Click on this line and drag up or down to change the size of the areas above and below it.
TMainForm	TPanel	verticalSplitter	Drag to size	Click on this line and drag to the left or right to change the size of the areas to its left and right.
TMainForm	TImage	paletteImage	(none)	(none)
TMainForm	TImage	visibleBitmap	(none)	(none)
TMainForm	TPanel	sectionImagesPanel	(none)	(none)
TMainForm	TImage	Sections_FlowersPrimary	(none)	(none)
TMainForm	TImage	Sections_General	(none)	(none)
TMainForm	TImage	Sections_InflorPrimary	(none)	(none)
TMainForm	TImage	Sections_Meristems	(none)	(none)
TMainForm	TImage	Sections_Leaves	(none)	(none)
TMainForm	TImage	Sections_RootTop	(none)	(none)
TMainForm	TImage	Sections_Fruit	(none)	(none)
TMainForm	TImage	Sections_InflorSecondary	(none)	(none)
TMainForm	TImage	Sections_Internodes	(none)	(none)
TMainForm	TImage	Sections_SeedlingLeaves	(none)	(none)
TMainForm	TImage	Sections_FlowersSecondary	(none)	(none)
TMainForm	TSpeedButton	rotateCursorMode	Rotate mode	"Switch to rotate cursor mode, where you can drag to rotate selected plants. For X rotation, drag left and right. For Y rotation, drag up and down. For Z rotation, right-click and drag left and right. For a quick rotation in the X direction, click or right-click without dragging. You cannot select plants in this mode; to select plants, change to select/drag mode or choose another plant in the plant list."
TMainForm	TSpeedButton	centerDrawing	Make plants fit into drawing area	Set the magnification so that all visible plants fit in the drawing area.
TMainForm	TImage	paramPanelOpenArrowImage	(none)	(none)
TMainForm	TImage	paramPanelClosedArrowImage	(none)	(none)
TMainForm	TPanel	plantListPanel	(none)	(none)
TMainForm	TPaintBox	progressPaintBox	Drawing progress	"This bar shows plant drawing progress, if the 'Show drawing progress' option is turned on (select Preferences from the main Edit menu to change this option)."
TMainForm	TPanel	plantFocusPanel	(none)	(none)
TMainForm	TPanel	lifeCyclePanel	(none)	(none)
TMainForm	TImage	lifeCycleGraphImage	Life cycle	"The life cycle of the focused plant, with time in days on the X axis and percent of maximum plant size (biomass, actually) on the Y axis. The shape of the graph is determined by growth parameters in the 'General parameters' section."
TMainForm	TPanel	lifeCycleEditPanel	(none)	(none)
TMainForm	TEdit	lifeCycleDaysEdit	Age	The age of the focused plant. Enter a number here (or click the up or down arrow buttons) to change the age of all selected plants to the new value.
TMainForm	TPanel	lifeCycleDragger	Drag to change age	The current age of the focused plant (as shown on the X axis below). Click on this bar and drag to the left or right to change the age of all selected plants to a new value.
TMainForm	TScrollBox	statsScrollBox	(none)	(none)
TMainForm	TTabSet	tabSet	Display panels	"Information panels for the focused plant. 'Arrangement' shows rotation, scaling and position. 'Parameters' shows the numbers and choices that define the plant. 'Age' shows the growth curve of the plant where you can change the plant's age. 'Posing' shows special pruning, rotating and scaling changes to specific plant parts. 'Stats' counts and totals plant parts and is for display only. 'Note' shows the note for the focused plant. Click on a tab to choose a panel."
TMainForm	TPanel	parametersPanel	(none)	(none)
TMainForm	TScrollBox	parametersScrollBox	(none)	(none)
TMainForm	TImage	plantFileChangedImage	File changed	"This indicator shows whether you have made a change to the current plant file. If this indicator is gray, the file has not been changed."
TMainForm	TImage	fileChangedImage	(none)	(none)
TMainForm	TImage	fileNotChangedImage	(none)	(none)
TMainForm	TDrawGrid	plantListDrawGrid	(none)	"This is a list of plants in the open file. Click on plants to select them (Ctrl-click or Shift-click to select multiple plants). Visible plants have little pictures of seedlings to the left of their names. To hide or show plants, click on the seedlings. Type Shift-up arrow or Shift-down arrow to move selected plants forward or backward in the list. The order of the list is the drawing order (from front to back)."
TMainForm	TSpeedButton	animateGrowth	Animate	"Animate the selected plants by growing them from germination to maturity. While the animation is going on, clicking with the mouse will do nothing, but pressing any key will stop the animation. If you stop the animation the plant(s) will remain at the age the animation stopped at. You can undo the change in age using the Edit menu."
TMainForm	TImage	unregisteredExportReminder	(none)	(none)
TMainForm	TMemo	plantsAsTextMemo	(none)	(none)
TMainForm	TImage	plantBitmapsIndicatorImage	(none)	(none)
TMainForm	TImage	plantBitmapsGreenImage	(none)	(none)
TMainForm	TImage	noPlantBitmapsImage	(none)	(none)
TMainForm	TImage	plantBitmapsYellowImage	(none)	(none)
TMainForm	TImage	plantBitmapsRedImage	(none)	(none)
TMainForm	TPanel	rotationsPanel	(none)	(none)
TMainForm	TEdit	xRotationEdit	X rotation	"X rotation of the focused plant. If you think of the plant's main stem like an airplane, X rotation is spinning around (roll). Change this number to change the X rotation of all selected plants."
TMainForm	TEdit	yRotationEdit	Y rotation	"Y rotation of the focused plant. If you think of the plant's main stem like an airplane, Y rotation is turning up or down (pitch). Change this number to change the Y rotation of all selected plants."
TMainForm	TEdit	zRotationEdit	Z rotation	"Z rotation of the focused plant. If you think of the plant's main stem like an airplane, Z rotation is leaning to the left or right (yaw). Change this number to change the Z rotation of all selected plants."
TMainForm	TSpeedButton	resetRotations	Reset rotations	"Reset the x, y and z rotations of all selected plants to zero."
TMainForm	TComboBox	magnificationPercent	Magnification	"Magnification in the drawing area. Choose a new magnification from the list, or type a number and press Tab or Enter."
TMainForm	TSpeedButton	magnifyPlus	(none)	(none)
TMainForm	TSpeedButton	magnifyMinus	(none)	(none)
TMainForm	TPanel	notePanel	(none)	The note for the selected plant. Right-click on the note to show a popup menu.
TMainForm	TMemo	noteMemo	(none)	The note for the selected plant. Right-click on the note to show a popup menu.
TMainForm	TSpeedButton	noteEdit	Edit note	Change the note shown here. You can only view or edit one note at a time.
TMainForm	TSpeedButton	viewFreeFloating	Show all plants	"If this button is pushed in, all visible plants in this plant file will be drawn. This mode is useful when you want to compare or arrange plants."
TMainForm	TSpeedButton	viewOneOnly	Show only focused plant	"If this button is pushed in, only the selected plant will be drawn, and you will only be able to select one plant at a time. This mode is useful when you want to concentrate on changing one plant's parameters."
TMainForm	TSpeedButton	drawingAreaOnTop	Drawing area on top	"If this button is pushed in, the drawing area (where the plants are drawn) will be on the top of the window."
TMainForm	TSpeedButton	drawingAreaOnSide	Drawing area on side	"If this button is pushed in, the drawing area (where the plants are drawn) will be on the left side of the window."
TMainForm	TImage	Sections_FlowersPrimaryAdvanced	(none)	(none)
TMainForm	TEdit	drawingScaleEdit	Size	"The size, or drawing scale, of the focused plant. Enter a number here (or click the up or down arrow buttons) to make the focused plant (and all selected plants) larger or smaller."
TMainForm	TSpeedButton	packPlants	Pack	"Pack all selected plants by making them all the same height and fitting them into the available space in the drawing area. Plants will pack in the same order (left to right, top to bottom) as they appear in the plant list. This button is disabled (gray) if only one plant is selected."
TMainForm	TEdit	xLocationEdit	X location	X location of the focused plant. Change this number to move all selected plants by the same amount. 
TMainForm	TEdit	yLocationEdit	Y location	Y location of the focused plant. Change this number to move all selected plants by the same amount. 
TMainForm	TSpeedButton	alignTops	Align top	Align the selected plants so that their top-most points match up. This button is disabled (gray) if only one plant is selected.
TMainForm	TSpeedButton	alignBottoms	Align bottom	Align the selected plants so that their lowest points match up. This button is disabled (gray) if only one plant is selected.
TMainForm	TSpeedButton	alignLeft	Align left	Align the selected plants so that their left-most points match up. This button is disabled (gray) if only one plant is selected.
TMainForm	TSpeedButton	alignRight	Align right	Align the selected plants so that their right-most points match up. This button is disabled (gray) if only one plant is selected.
TMainForm	TSpeedButton	makeEqualWidth	Equal width	Make all selected plants the same width. This button is disabled (gray) if only one plant is selected.
TMainForm	TSpeedButton	makeEqualHeight	Equal height	Make all selected plants the same height. This button is disabled (gray) if only one plant is selected.
TMainForm	TPanel	posingPanel	(none)	(none)
TMainForm	TPanel	posingDetailsPanel	(none)	(none)
TMainForm	TCheckBox	posingHidePart	(none)	"Check this box to hide this plant part and all parts 'above' it on the plant. Thus if this part is an internode halfway up a stem, checking this box will hide it and the rest of the stem. If this part is an inflorescence, hiding it will also hide all of its flowers. If this part is a flower or leaf, nothing but the part itself will be hidden since nothing else depends on it."
TMainForm	TEdit	posingXRotationEdit	Pose X rotation	How far to rotate the selected posed plant part in the X direction. (This number will only be used if the check box above it is checked.)
TMainForm	TEdit	posingYRotationEdit	Pose Y rotation	How far to rotate the selected posed plant part in the Y direction. (This number will only be used if the check box above it is checked.)
TMainForm	TEdit	posingZRotationEdit	Pose Z rotation	How far to rotate the selected posed plant part in the Z direction. (This number will only be used if the check box above it is checked.)
TMainForm	TCheckBox	posingAddExtraRotation	(none)	Check this box to use the values below it to rotate this posed plant part.
TMainForm	TCheckBox	posingMultiplyScale	(none)	Check this box to use the values below it to scale this posed plant part.
TMainForm	TCheckBox	posingMultiplyScaleAllPartsAfter	(none)	"Check this box to use the scaling values to scale not only this posed plant part, but all the plant parts above it until the end of that stem or flower or whatever depends on it. For example, if you are posing an internode and you check this box, ALL the internodes up the branch attached to the posed internode will also use the scale multiplier and the whole stem will get longer."
TMainForm	TEdit	posingScaleMultiplierEdit	Scale multiplier	By how much to multiply the scale of 3D objects (not lines) in this posed plant part. (This value will have no effect unless the check box above it is checked.)
TMainForm	TEdit	posingLengthMultiplierEdit	Line length multiplier	By how much to multiply the length of lines in this posed plant part. (This value will have no effect unless the check box above it is checked.)
TMainForm	TEdit	posingWidthMultiplierEdit	Line width multiplier	By how much to multiply the width of lines in this posed plant part. (This value will have no effect unless the check box above it is checked.)
TMainForm	TComboBox	sectionsComboBox	(none)	The sections into which all the parameters that make up this plant are divided. Right-click to get help on the chosen parameter section.
TMainForm	TPanel	posingColorsPanel	(none)	(none)
TMainForm	TCheckBox	posingChangeColors	(none)	Check this box to use the color boxes below it to change this posed plant part's colors.
TMainForm	TCheckBox	posingChangeAllColorsAfter	(none)	"Check this box to use the colors below it to color not only this posed plant part, but all the plant parts above it until the end of that stem or flower or whatever depends on it. For example, if you are posing an internode and you turn on 'Change this part's colors' AND you turn on 'and above', ALL the internodes up the branch attached to the posed internode will also turn the posed color."
TMainForm	TPanel	posingLineColor	(none)	Click here to change the line color this posed plant part will take on for its lines. (This color will have no effect unless the check box above it is checked.)
TMainForm	TPanel	posingFrontfaceColor	(none)	Click here to change the front face color this posed plant part will take on for its 3D objects. (This color will have no effect unless the check box above it is checked.)
TMainForm	TPanel	posingBackfaceColor	(none)	Click here to change the back face color this posed plant part will take on for its 3D objects. (This color will have no effect unless the check box above it is checked.)
TMainForm	TSpeedButton	posingSelectionCursorMode	Posing selection mode	"Switch to posing selection cursor mode, where you can choose plant parts for posing. To choose a plant part for posing, click on it (on the focused plant only). You cannot select plants in this mode; to select plants, change to select/drag mode or choose another plant in the plant list. For help with posing, see the help system."
TMainForm	TComboBox	posedPlantParts	(none)	"This is a list of all the plant parts for the focused plant that have been posed. To see posing information on a plant part, choose it from this list or click on it in the plant drawing. You can use posing to prune, bend, and shape plants. See the help system for details."
TMainForm	TSpeedButton	posingHighlight	Highlight posed parts	"If this button is pushed in, all plant parts that have been posed will draw in a special color, and the selected plant part will draw in an even more special color. If this button is not pushed in, all plant parts will draw with their normal colors regardless of whether they are posed."
TMainForm	TSpeedButton	posingGhost	Ghost hidden parts	"If this button is pushed in, all plant parts that have been hidden by posing will draw in a special ghosting color. If this button is not pushed in, all plant parts that have been hidden by posing will be invisible."
TMainForm	TSpeedButton	posingNotShown	Ignore all posing	"If this button is pushed in, all plants will draw as if there was no posing. If this button is not pushed in, posing will appear as specified. BE CAREFUL with this button; only use it to temporarily see what posed plants would look like without posing."
TMainForm	TSpeedButton	posingPosePart	Pose	"Pose the plant part shown here. A posed plant part can have special settings for visibility, size and rotation other than what it would normally have based on the plant's parameters."
TMainForm	TSpeedButton	posingUnposePart	Unpose	Remove all special posing settings for the selected plant part. You can undo this.
TCustomDrawOptionsForm	TSpeedButton	helpButton	(none)	Get help with setting custom draw options.
TCustomDrawOptionsForm	TButton	Close	(none)	Close this window and save your changes to the draw options.
TCustomDrawOptionsForm	TButton	cancel	(none)	Close this window without making any change to the draw options.
TCustomDrawOptionsForm	TGroupBox	GroupBox1	(none)	(none)
TCustomDrawOptionsForm	TCheckBox	sortPolygons	(none)	Check this box to sort the 3D object polygons in Z-order (distance from the front) before drawing. Uncheck this box to draw the polygons in their order on the plant. Sorting polygons takes a little longer but looks more realistic in most cases.
TCustomDrawOptionsForm	TCheckBox	sortTdosAsOneItem	(none)	"Check this box to group polygons by 3D object when sorting polygons. This looks better, and takes longer, than not grouping by 3D object."
TCustomDrawOptionsForm	TGroupBox	GroupBox2	(none)	(none)
TCustomDrawOptionsForm	TCheckBox	fillPolygons	(none)	All the 3D objects used by this program are made up of triangular polygons. Check this box to fill all 3D object polygons. Uncheck it to draw the 3D objects as wire frame structures. 
TCustomDrawOptionsForm	TCheckBox	drawLinesBetweenPolygons	(none)	Check this box to draw dark lines around each polygon. Uncheck this box to draw the 3D objects without lines between triangles.
TCustomDrawOptionsForm	TSpinEdit	lineContrastIndex	(none)	"Change this number to control how dark the lines are drawn between polygons. An index of one or two produces barely visible lines, and an index of ten produces nearly black lines."
TCustomDrawOptionsForm	TGroupBox	GroupBox3	(none)	(none)
TCustomDrawOptionsForm	TCheckBox	draw3DObjects	(none)	"Check this box to draw all the plant structures that are represented by 3D objects: leaves, buds, flower petals, fruit sections, and root tops. If this option is turned off, you will see only stems (internodes), leaf stalks (petioles), and inflorescence structures."
TCustomDrawOptionsForm	TCheckBox	drawStems	(none)	"Check this box to draw all the parts of the plant that are drawn using lines -- stems (internodes), leaf stalks (petioles) and inflorescence structures. If this box is unchecked, each plant's 3D objects will appear to be floating in space."
TCustomDrawOptionsForm	TCheckBox	draw3DObjectsAsBoundingRectsOnly	(none)	"Check this box to reduce all 3D objects to bounding box placeholders. Since drawing the 3D objects takes up about ninety percent of the drawing time, this speeds up drawing considerably, but it obscures the shapes of the 3D objects."
TPickTdoForm	TDrawGrid	grid	(none)	"These are all the 3D objects in the current library, whose name is shown below. The name of each 3D object appears as a hint above it. To choose another 3D object for this parameter for all selected plants, click on a 3D object here, then click OK or Apply."
TPickTdoForm	TButton	Close	(none)	Close this window and choose the 3D object selected here for this parameter for all selected plants. You can also choose a 3D object by double-clicking on it here.
TPickTdoForm	TButton	cancel	(none)	Close this window without making any change to the 3D object you clicked on for this parameter.
TPickTdoForm	TButton	newTdo	(none)	Make a new 3D object using the 3D object editor.
TPickTdoForm	TGroupBox	libraryGroupBox	(none)	(none)
TPickTdoForm	TImage	fileChangedImage	File changed	"This indicator shows whether you have made a change to the current 3D object library in this window. If this indicator is gray, the file has not been changed."
TPickTdoForm	TEdit	libraryFileName	Current 3D object library	"The 3D object library currently selected (and used by the whole program). 3D objects are used to draw plant leaves, buds, root tops, flower petals and fruit parts. To change the current 3D object library, click the 'Change' button."
TPickTdoForm	TButton	apply	(none)	"Choose the 3D object selected here for this parameter for all selected plants -- without closing this window. You can use the Apply button to 'try out' different 3D objects on your plants. To undo clicking Apply, click Cancel, then choose Undo from the main window Edit menu."
TPickTdoForm	TSpeedButton	helpButton	(none)	Get help on choosing a 3D object.
TPickTdoForm	TSpeedButton	sectionTdosChangeLibrary	(none)	Choose a new 3D object library file. The new file you choose will become the 'current' 3D object library and will also be used elsewhere in the program.
TPickTdoForm	TButton	editTdo	(none)	Change the selected 3D object using the 3D object editor.
TPickTdoForm	TButton	mover	(none)	"Open the 3D object mover, where you can move 3D objects between libraries. If you need a 3D object that you have stored in another library, you can use the mover to get it now."
TPickTdoForm	TButton	copyTdo	(none)	Copy the selected 3D object to make a new 3D object.
TPickTdoForm	TButton	deleteTdo	(none)	Remove the selected 3D object from the current library.
TPickTdoForm	TComboBox	tdos	(none)	"These are all the 3D objects in the current library, whose name is shown below. To choose another 3D object for this parameter for all selected plants, choose a 3D object here, then click OK or Apply."
TMoverForm	TEdit	leftPlantFileNameEdit	Plant file open on left side	"The plant file that is open on the left side of the mover. All the plants in this plant file are shown in the list below. If no plant file name is shown here, click Open to open a plant file. If a plant file name is shown here, you must click Close before opening a new plant file on this side."
TMoverForm	TButton	leftOpenClose	(none)	"Open a plant file, or close the open plant file, on this side of the mover."
TMoverForm	TEdit	rightPlantFileNameEdit	Plant file open on right side	"The plant file that is open on the left side of the mover. All the plants in this plant file are shown in the list below. If no plant file name is shown here, click Open to open a plant file. If a plant file name is shown here, you must click Close before opening a new plant file on this side."
TMoverForm	TButton	rightOpenClose	(none)	"Open a plant file, or close the open plant file, on this side of the mover."
TMoverForm	TButton	newFile	(none)	Create a new plant file with no plants in it.
TMoverForm	TButton	transfer	(none)	Copy the selected plant(s) from the selected list to the other list.
TMoverForm	TButton	close	(none)	"Close the plant mover and return to the program. If you made changes to either plant file, you will be asked if you want to save your changes."
TMoverForm	TImage	previewImage	Preview	A preview picture of the focused plant in the selected list below.
TMoverForm	TButton	undo	(none)	Undo the last action you did. This button works with the redo button just like undo/redo commands in a menu.
TMoverForm	TButton	redo	(none)	Redo the first available action that was previously undone. This button works with the undo button just like undo/redo commands in a menu.
TMoverForm	TButton	cut	(none)	"Copy the selected plant(s) to the clipboard and delete them from the list. You can then paste the plants into this window (select a list to paste into, then click Paste), or you can close this window and paste the plants you copied into the main window."
TMoverForm	TButton	copy	(none)	"Copy the selected plant(s) to the clipboard. You can then paste the plants into this window (select a list to paste into, then click Paste), or you can close this window and paste the plants you copied into the main window."
TMoverForm	TButton	paste	(none)	Paste any plants copied from either this window or the main window into the selected list.
TMoverForm	TButton	rename	(none)	"Change the name of the focused plant. For help with the distinction between the focused plant and other selected plants, see the help system."
TMoverForm	TButton	duplicate	(none)	Make a copy of all the selected plants in the list.
TMoverForm	TButton	delete	(none)	Remove the selected plants. You can undo the deletion by clicking the Undo button below.
TMoverForm	TImage	leftPlantFileChangedIndicator	File has changed	"This indicator shows if you have made a change to the plant file on the left side of the mover. If this indicator is gray, the file has not been changed."
TMoverForm	TImage	rightPlantFileChangedIndicator	File has changed	"This indicator shows if you have made a change to the plant file on the right side of the mover. If this indicator is gray, the file has not been changed."
TMoverForm	TDrawGrid	leftPlantList	(none)	"All the plants in the plant file loaded on the left side of the mover. Click the buttons in the middle to transfer these plants to the right-side plant file, and to cut/copy/paste them. **Only one file can be selected at a time.** Hold down the Shift key and press the up or down arrow keys to move plants up and down in the list."
TMoverForm	TDrawGrid	rightPlantList	(none)	"All the plants in the plant file loaded on the right side of the mover. Click the buttons in the middle to transfer these plants to the left-side plant file, and to cut/copy/paste them. **Only one file can be selected at a time.** Hold down the Shift key and press the up or down arrow keys to move plants up and down in the list."
TMoverForm	TSpeedButton	helpButton	(none)	Get help with using the plant mover.
TBreedingOptionsForm	TButton	ok	(none)	Close this window and save your changes to the breeding and time series options.
TBreedingOptionsForm	TButton	cancel	(none)	Close this window and don't save your changes to the breeding and time series options.
TBreedingOptionsForm	TImage	upImage	(none)	(none)
TBreedingOptionsForm	TImage	downImage	(none)	(none)
TBreedingOptionsForm	TCheckBox	treatColorsAsNumbers	(none)	"Check this box to mutate and blend colors using their numerical values (so mutation strength and blending will affect them). Uncheck this box to treat colors as non-numeric parameters, using the choices above."
TBreedingOptionsForm	TCheckBox	chooseTdosRandomly	(none)	"Check this box to breed 3D objects by choosing them randomly from all 3D objects available in the current 3D object library. Uncheck this box to treat 3D objects as non-numeric parameters, using the choices above."
TBreedingOptionsForm	TEdit	currentTdoLibraryFileName	Current 3D object library	"The 3D object library currently selected (and used by the whole program). 3D objects are used to draw plant leaves, buds, root tops, flower petals and fruit parts. To change the current 3D object library, click the 'Change' button."
TBreedingOptionsForm	KfWinSlider	weightSlider	Relative weight of first parent	"Click and drag here to change the weighting scheme for breeding. For breeding offspring, the mean value for each parameter (before it is mutated) is created by blending the parameter values of the two parents. This slider shows the relative weight of the first parent. (The first parent is the first plant chosen in the main window or breeder.) For example, for a particular parameter, if the first parent's value is 50 and the second parent's value is 20, and the relative weight is 80 percent, the resulting value will be (50 * 0.8) + (20 * 0.2) = 44."
TBreedingOptionsForm	TButton	weightSelectAll	(none)	"Select all the parameter sections in the list. Changing the blending weight (with the slider above the list) changes the weight for each selected parameter section. So, if you select all the sections and then change the blending weight, you are setting the weight for all the sections."
TBreedingOptionsForm	TButton	weightSelectNone	(none)	"Deselect all the parameter sections in the list. After you deselect all the sections, you will not be able to change the blending weight of any sections until you select at least one section in the list."
TBreedingOptionsForm	TListBox	weightSections	Parameter sections	"The same parameter sections as are shown in the main window. Select one or more sections from this list, then change their blending weights using the slider above. "
TBreedingOptionsForm	KfWinSlider	mutationSlider	Mutation strength	"Click and drag here to change the mutation strength for breeding. For breeding offspring, new values for each parameter are randomly selected from a normal (bell-shaped) distribution around the mean value (from one or two parents). Mutation strength is how large the standard deviation of the normal distribution is, as a percentage of the mean. For example, if a parameter in the parent plant has the value of 50, and mutation strength is 50%, the standard deviation of the resulting distribution will be 25."
TBreedingOptionsForm	TListBox	mutationSections	Parameter sections	"The same parameter sections as are shown in the main window. Select one or more sections from this list, then change their mutation strengths using the slider above. "
TBreedingOptionsForm	TButton	mutationSelectAll	(none)	"Select all the parameter sections in the list. Changing the mutation strength (with the slider above the list) changes the mutation strength for each selected parameter section. So, if you select all the sections and then change the mutation strength, you are setting the strength for all the sections."
TBreedingOptionsForm	TButton	mutationSelectNone	(none)	"Deselect all the parameter sections in the list. After you deselect all the sections, you will not be able to change the mutation strength of any sections until you select at least one section in the list."
TBreedingOptionsForm	TRadioButton	alwaysCopyFromFirstPlant	(none)	"Check this radio button to always copy non-numeric parameters from the first parent chosen, ignoring the second parent. If there is only one parent, these choices do not apply."
TBreedingOptionsForm	TRadioButton	alwaysCopyFromSecondPlant	(none)	"Check this radio button to always copy non-numeric parameters from the *second* parent chosen, ignoring the first parent. If there is only one parent, these choices do not apply."
TBreedingOptionsForm	TRadioButton	copyRandomlyBasedOnWeights	(none)	"Check this radio button to copy non-numeric parameters from either the first or second parent randomly based the relative weights of each parent. For example, if you check this button and breed from two parents with a blending weight of 80/20, each parameter will have an 80% chance of being copied from the first parent."
TBreedingOptionsForm	TRadioButton	copyBasedOnWeightsIfEqualFirstPlant	(none)	"Check this radio button to copy non-numeric parameters from the parent with the higher weight without using probability. However, if the relative weights of both parents are equal (50/50), all non-numeric parameters should be copied from the first parent, ignoring the second parent."
TBreedingOptionsForm	TRadioButton	copyBasedOnWeightsIfEqualSecondPlant	(none)	"Check this radio button to copy non-numeric parameters from the parent with the higher weight without using probability. However, if the relative weights of both parents are equal (50/50), all non-numeric parameters should be copied from the *second* parent, ignoring the first parent."
